Ref,Val,Package,PosX,PosY,Rot,Side
"C60","0.1uF","C_0201_0603Metric",239.160000,-102.905000,90.000000,top
"C61","0.1uF","C_0201_0603Metric",236.610000,-109.090000,-90.000000,top
"C62","0.1uF","C_0201_0603Metric",233.040000,-102.180000,180.000000,top
"C63","0.1uF","C_0201_0603Metric",255.546274,-108.946274,-45.000000,top
"C64","0.1uF","C_0201_0603Metric",244.840000,-102.170000,180.000000,top
"C65","0.1uF","C_0201_0603Metric",245.210000,-98.260000,180.000000,top
"C66","0.1uF","C_0201_0603Metric",241.173952,-109.103952,-45.000000,top
"C67","0.1uF","C_0201_0603Metric",255.120000,-101.640000,90.000000,top
"C68","0.1uF","C_0201_0603Metric",258.306274,-104.493726,45.000000,top
"C69","0.1uF","C_0201_0603Metric",203.100000,-122.700000,90.000000,top
"C70","0.1uF","C_0201_0603Metric",203.230000,-120.035000,90.000000,top
"D1","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",193.875000,-99.230000,0.000000,top
"D2","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",189.605000,-99.230000,0.000000,top
"D3","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",185.913814,-100.772587,60.000000,top
"D4","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",188.322070,-103.053883,160.000000,top
"D5","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",192.463827,-104.574440,165.000000,top
"D6","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",193.078292,-107.909779,20.000000,top
"D7","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",185.245000,-108.300000,0.000000,top
"D8","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",197.440000,-110.595000,-90.000000,top
"D9","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",197.540000,-105.694999,-90.000000,top
"D10","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",199.716173,-102.474440,-165.000000,top
"D11","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",204.890000,-102.780000,150.000000,top
"D12","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",205.492587,-107.583814,30.000000,top
"D13","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",201.385000,-108.390000,0.000000,top
"D14","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",209.480078,-102.990892,90.000000,top
"D15","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",210.325911,-107.438094,135.000000,top
"D16","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",214.305000,-108.430000,180.000000,top
"D17","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",217.990000,-107.121906,-135.000000,top
"D18","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",218.640000,-103.095000,-90.000000,top
"D19","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",227.005000,-102.230000,0.000000,top
"D20","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",222.848094,-103.044089,45.000000,top
"D21","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",222.548094,-107.515911,135.000000,top
"D22","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",227.005000,-108.330000,180.000000,top
"D23","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",230.640000,-105.295000,-90.000000,top
"D24","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",230.740001,-100.464999,-90.000000,top
"D25","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",241.880000,-99.120000,0.000000,top
"D26","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",237.875000,-99.230000,0.000000,top
"D27","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",234.331906,-100.415911,45.000000,top
"D28","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",233.617813,-104.094998,90.000000,top
"D29","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",234.784089,-107.651906,135.000000,top
"D30","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",238.505000,-108.330000,180.000000,top
"D31","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",242.245911,-107.431906,-135.000000,top
"D32","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",241.103827,-103.984440,-15.000000,top
"D33","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",237.175000,-103.720000,0.000000,top
"D34","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",245.540000,-100.195000,90.000000,top
"D35","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",245.540000,-104.065001,90.000000,top
"D36","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",245.540000,-107.865000,90.000000,top
"D37","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",249.454089,-103.138094,45.000000,top
"D38","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",249.225911,-107.338094,135.000000,top
"D39","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",252.905000,-108.380000,180.000000,top
"D40","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",256.735911,-107.391906,-135.000000,top
"D41","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",256.741906,-103.294089,-45.000000,top
"D42","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",253.190000,-102.343109,0.000000,top
"D43","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",205.155000,-117.010000,180.000000,top
"D44","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",205.180000,-119.570000,180.000000,top
"D45","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",205.185000,-122.120000,180.000000,top
"D46","WS2812B-2020","LED_WS2812B-2020_PLCC4_2.0x2.0mm",189.025000,-108.340000,0.000000,top
